,회의번호,대수,회의구분,회수,차수,회의연도,안건,발언자,발언순번,sent_raw,sent_id
1212,1155,3,본회의,제20회,제6차,1955,2. 불온문서 투입사건에 관한 질문,이철승 의원,22,"지금까지 이 헌병총사령부라는 것을 두고 천인이 공노할 사실을 일으키고 있는 그 감독 불충분에 대한 국방부장관의 책임은 역시 중대하거니와 지금 이 문제를 적당히 취급할려고 하는 태도는 국민을 기만하고 이 의혹을 품고 있는 이 주권자에 대해서 하나의 폭행이고 기만이 아니고 무엇인가, 이것이 국방부장관으로서 하나의 당연히 하여야만 할 자숙된 반성된 태도인가, 증언에 볼 것 같으며는 정치의 동향이 군인과 군속에 미치는 영향이 막대하기 때문에 이 정치인을 테스트하기 위해서 충성심을 테스트하는 것이 총사령부의 하나의 직권이라고 이러한 말이 나타나 있읍니다.",1055
1213,1155,3,본회의,제20회,제6차,1955,2. 불온문서 투입사건에 관한 질문,이철승 의원,22,지금 왕왕 헌병총사령부와 같은 혹은 모모 권력을 가진 공무원과 같은 그런 사람들이 국가헌법을 유린하고 국법을 무시하는 이러한 행위로서 국가조직을 파괴하고 국권을 문란케 하는 그런 행위는 반국가적이요 반민족적인 행위로서 규정이 되고 있는데 그 반국가적이고 반민족적인 분자들은 행정기관에 많이 섞여 있읍니다.,1056
1214,1156,3,본회의,제20회,제7차,1955,1. 불온문서 투입사건에 관한 진상보고와 질의,김상돈 의원,10,그런데 오늘날은 어떠냐 하면 주권재민인데…… 여기서 이제 좀 논의해 봅시다.,1057
1215,1156,3,본회의,제20회,제7차,1955,1. 불온문서 투입사건에 관한 진상보고와 질의,김상돈 의원,10,"이렇다고 하면은 이것이 확실히 우리 국민으로 있어서 논의하고 비평할 행정의 재료인데 이런 것을 들을 때에는 행정의 책임자로 말할 것 같으면 국민 앞에 송구하고 면목이 없고 떨리는 마음으로 있어서 과거는 어찌해서 그런 범과는 했을지언정 다시는 그런 일을 아니하겠다고 이를 악물고 회개 반성해서 국민 앞에 전전긍긍하는 태도를 취해야 될 터인데 이와는 정반대로서 무엇이라고 하는고 하니 첫째는 쉽게 저놈은 사상이 불온한 공산당이라, 혹은 용공주의자라 이런 칭호가 붙는가 하면 그다음에는 소위 ,반정부 반역자,라고 하니 반역자는 군신제국주의 시대에는 있을까 모를찌언정은 주권재민인 오눌날에 있어서는 그런 술어 자체가 우리 대한민국에는 있을 수 없는 것이란 말씀에요.",1058
1216,1157,3,본회의,제20회,제8차,1955,3. 노무동원에 관한 동의안,조영규 의원,14,"이것은 얼마든지 정부가 좀 더 국민을 사랑하고 대한민국의 주권자를 애호하는 그런 심리가 있었다고 할 것 같으면 이게 미국 사람으로 하여금 해서는 조족지혈, 새 발의 피만큼도 못한 적은 금액을 지변하도록 한 그 책임이 대한민국 행정부에 있다는 것입니다.",1059
1217,1157,3,본회의,제20회,제8차,1955,3. 노무동원에 관한 동의안,조영규 의원,14,멱살을 트러 잡고라도 한번 싸워 주셔서 한 회사에 몇억 환씩 지변하는 그 돈을 갖다가 약한 우리나라의 민주주의 국가의 주권자인 약한 노무자에게 지변하는 그런 방법이 좋지 않을까.,1060
1218,1157,3,본회의,제20회,제8차,1955,3. 노무동원에 관한 동의안,황남팔 의원,20,"먼저 보건사회부장관이 말씀하기를 지금 현재에 미군이 자유노무자에 대하여 임금을 한 시간에 65환, 그래서 하로 520환이라는 임금을 주고 지금 수많은 사람을 쓰고 있는 만큼 어떻게 하든지 8군에 교섭해 가지고 520환을 확보하도록, 만약 이것이 절충되지 아니할 때에는 노무동원을 거부하겠다는 말씀을 하셔서 어느 정도 저희들도 신념을 가진 바입니다마는 나는 먼저 박영종 의원이 말씀하셨지마는 이 인도와 자유와 인권을 사랑하는 미군들이 주권 국가인 우리나라의 법을 이렇게 무시하고 우리나라의 인권을 이렇게 유린할 리가 만무하다고 봐요.",1061
1219,1157,3,본회의,제20회,제8차,1955,5. 언론집회 자유 방해에 관한 동의,조재천 의원,28,이것은 어찌 생각하며는 그 방해를 받는 몇 사람의 문제에 국한된 것같이 생각이 되고 또한 몇 지구에 한한 것같이 생각이 되는 것이지만 그러나 그것은 피상적인 견해에 그치는 것이고 실제에 있어서는 이러한 것이 양 지구 내 외에도 그러한 징조가 나타나 있을 뿐 아니라 민주주의를 표방하는 나라에 있어서 주권자의 대변인인 국회의원이 자기의 선거구에 돌아가서 더구나 국회의 경과보고를 하는 강연회를 하려고 하는 것이 경찰에 의해서 방해를 받는다는 이 사실은 절대로 경시할 수 없는 것이고 이것은 바로 민주주의 전체가 위기에 집결되는 중대한 사건이라고 보지 아니할 수가 없습니다.,1062
1220,1161,3,본회의,제20회,제12차,1955,1. 언론집회의 자유 방해에 관한 질문,서동진 의원,12,"우리나라 국권은 재민이니 이 나라 국민이 주인이요 주인을 대변하는 국회의원보고 그런 버릇없는 그 경찰이 이 나라의 용납을 받겠는가, 이것 단단히 요량해서 대답하고 조치해야 될 것입니다.",1063
1221,1161,3,본회의,제20회,제12차,1955,1. 언론집회의 자유 방해에 관한 질문,유봉순 의원,14,만일에 우리나라에 어떠한 침해가 있고 우리 국권에 대해서 어떠한 방해가 있을 때에는 여야가 합치해서 같이 주먹을 쥐고 나서야 될 것이요 또 이때까지 우리가 그렇게 해 나온 것이 사실입니다.,1064
1222,1167,3,본회의,제20회,제18차,1955,2. 적성중립국감시위원단 축출에 관한 동의,조병옥 의원,10,"군사협정에 있어 가지고 무기 또는 인적자원의 팽창으로 말하면 우리 국방에는 그런 것이 없을 뿐만 아니라 소위 감시위원단이라는 중립국가 사람들이 남한에 있어 가지고는 유엔이 부여하는 자유권을 가지고 우리에게 와 가지고 산업․경제․군사에 관한 모든 기밀을 갖다가 조사해 가지고 북한이나 중공에게 제공해 가지고 정반대로 스웨덴이라든지 스위스와 같은 중립국단원들은 북한에 있어 가지고 자유가 제한되고 이래 가지고 무기 또는 인적자원의 팽창으로서 우리 국방을 위태하게 할 뿐만 아니라 대한민국 판도 내의 내정을 전부를 갖다가 비밀을 보고해 가지고 북한의 이적행위를 하는 이러한 위원단이 있음으로 불가불 우리 국회는 우리 국민을 대표해 가지고 첫째 소위 중립국감시위원단을 즉시 해산하라, 만일 유엔에서 16개국 참전국이 이런 용단이 나지 못한다고 할 것 같으면 대한민국은 사활의 문제에 직면한 고로 대한민국은 주권을 발동해 가지고 우리 자신이 첵코스로바키아․폴랜드의 양 단원을 축출하겠다, 또한 그뿐만 아니라 휴전협정을 휴지로 만든 뒤에 16개국 참전국은 자기네의 병력을 갖다가 여기에 더 증강해야 될 것이며 또한 그뿐만 아니라 16개국 중 특별히 미국은 대한민국의 국군을 갖다가 확장하기 위하여 인적자원의 확장, 신무기의 공급 등으로 해 가지고 우리 한국의 국방력을 충실히 해 다오 하는 이런 등등의 요구를 우리가 해야 할 것입니다.",1065
1223,1167,3,본회의,제20회,제18차,1955,3. 제네바회담에서의 한국대표 제안 14개 조항 폐기에 관한 동의,윤치영 의원,14,(｢동의하시요｣ 하는 이 있음)  그러면 이 제네바회담에서 독립한 주권국가로서 다시 그것을 해체해 가지고 총선거를 한 전례는 없읍니다.,1066
1224,1167,3,본회의,제20회,제18차,1955,3. 제네바회담에서의 한국대표 제안 14개 조항 폐기에 관한 동의,곽상훈 의원,18,우리 주권 밑에서 유엔 감시 밑에서 자유 분위기가 보장된 밑에서 100석을 채울 것이라는 것이 그때의 우리의 국시이며 결정입니다.,1067
1225,1173,3,본회의,제20회,제24차,1955,2. 제네바회의의 한국 대표 제안 14개 항 폐기와 참전 16개국 군대 계속 주둔 요청에 관한 결의안,부의장 조경규,13,이 문제는 여러분이 아시는 바와 같이 우리 주권에 관한 문제이기 때문에 여러분이 신중히 검토하셨고 또 표결하시는데 여러분이 신중히 해 주셔야 되겠읍니다.,1068
1226,1173,3,본회의,제20회,제24차,1955,2. 제네바회의의 한국 대표 제안 14개 항 폐기와 참전 16개국 군대 계속 주둔 요청에 관한 결의안,부의장 조경규,13,물론 여러분이 만장일치로 가결되리라고 생각됩니다마는 이 점을 충분히 생각하실 것이고 우리 주권에 관한 문제이기 때문에 신중히 표결해 주십시요.,1069
1227,1173,3,본회의,제20회,제24차,1955,4. 원자물리학 연구에 대한 기구 설치에 대한 건의안,김성삼 의원,28,우리 국민 생활과 국가 자주권에 대한 모든 문제가 원자력 속에 포함되어 있는데도 불구하고 이러한 상태에 있다는 것을 볼 때에 본 의원은 여기에 대해서 여러 달 전부터 여기에 관해서 심심히 연구해 보았읍니다.,1070
1228,1174,3,본회의,제20회,제25차,1955,4. 해태수집자금용 양곡방출에 관한 건의안,박재홍 의원,16,그러나 의장에게 한마디 말씀을 드리고저 하는 것은 우리 203명의 국회의원이 본인이 여기에서 새삼스럽게 재언할 필요도 없읍니다마는 적어도 우리가 민주주의 국가에 있어 가지고서 국가의 주권재민의 권리로 또한 우리는 국민의 대변자로서 여기에 나와 가지고 이 나라 국정과 이 나라의 발전과 이 나라의 국민을 위해서 우리들은 오늘날 여기에서 그야말로 여․야당 간에 마지막 한 방울에 피를 바치면서 전체 정열을 바쳐 가면서 여기에서 싸우는 여기에 있어서 일개 국방장관을 국회에 출석시키자는 이것조차 제대로 되지 않는다고 해 가지고는 앞으로 어떻게 해서 우리 국회의 위신이 설 수가 있겠읍니까?,1071
1229,1174,3,본회의,제20회,제25차,1955,4. 해태수집자금용 양곡방출에 관한 건의안,박재홍 의원,16,또 적어도 우리들은 주권재민의 권리로서 민주주의 국가라는 것은 전체 이천만의 국민의 소유물이라 말이에요.,1072
1230,1175,3,본회의,제20회,제26차,1955,2. 문교정책에 관한 질문,정준 의원,6,함으로 말미암아 국방적인 견지에서 본다든지 이 나라 주권에 있어서의 문제를 생각해 본다고 할지라도 민도를 속히 향상시켜서 이 나라 국민의 지식수준이 높아서 나라를 사랑할 줄 알고 민족을 사랑할 줄 알고 외세의 침략이 있을 때에 항거할 줄 아는 이러한 고도의 정신무장을 가추지 않으면 안 될 것인데 다대수 국민 가운데에 무식한 그 처지를 그대로 내버려 두고서 어찌 이 나라가 장래에 복 받을 수 있을 것이며 건전하게 발전할 수 있겠는가 이 생각을 해 볼 때에 의무교육문제는 조속히 이 나라의 국정을 맡어 보고 있는 사람으로서 조속히 해결하지 않으면 안 될 중대한 문제라고 생각하는 것입니다.,1073
1231,1184,3,본회의,제20회,제35차,1955,1. 문화재 국외전시에 관한 동의안,이철승 의원,10,‘우리 주권은 재민이다’ 이러한 말을 그야말로 열렬히 주장했읍니다.,1074
1232,1184,3,본회의,제20회,제35차,1955,1. 문화재 국외전시에 관한 동의안,이철승 의원,10,그러면 주권은 재국회도 아니고 재정부도 아니고 주권은 재국민이다 할 것 같으면 이 문화재 문제는 어느 때 어느 국회나 어느 때의 정부가…… 어느 시대의 입법부가 단독으로 결정할 수 없다고 생각합니다.,1075
1233,1191,3,본회의,제20회,제42차,1955,개의,의사국장 서상준,2,박영출 의원 외 열세 분이 5월 11일자로 서독 국회에 주권회복 축하의 멧세지를 발송하자는 긴급결의안을 제출해 왔습니다.,1076
1234,1191,3,본회의,제20회,제42차,1955,개의,의사국장 서상준,2,"서독 국회에 주권회복 축하 멧세지 발송에 관한 긴급결의안 주문, 점령 정권은 폐기되고 자유국가로 소생된 서독연방공화국 오천만 국민에게 대한민국 국회는 전 국민의 민의를 대표하여 이 자유세계의 역사적 대경사에 축하 멧세지를 발송할 것을 긴급결의함.",1077
1235,1191,3,본회의,제20회,제42차,1955,개의,부의장 조경규,3,긴급동의가 박영출 의원 외 13인으로부터 제출되어 있는데 서독 국회 국권회복 축하 멧세지 발송에 관한 긴급결의안이 긴급동의로 제출되어 있읍니다.,1078
1236,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,부의장 조경규,31,다음은 긴급동의로 서독 국회에 주권회복 축하 멧세지 발송에 관한 긴급결의안이 긴급동의로 박영출 의원 외 15인으로 제출되었읍니다.,1079
1237,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,부의장 조경규,31,서독 국회 주권회복 축하 멧세지 발송에 관한 건,1080
1238,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,조재천 의원,34,서독이 10년에 걸치는 연합군의 점령을 벗어나서 그 주권을 회복한 것은 자유진영에 속하는 모든 나라가 다 같이 기뻐해서 마지않는 가운데에 우리 대한민국은 더우기 기쁨을 크게 하는 것을 느끼고 있습니다.,1081
1239,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,조재천 의원,34,즉 독일은 우리나라와 마찬가지로 국토 양단의 비애를 격고 있고 또 그런 가운데에서 국토통일의 염원에 불타고 있는이만치 동병상련이라는 그러한 의미에서도 더욱 그 주권회복을 기뻐해서 마지않는 것이고 또 이러한 주권의 회복으로 말미암아서 양(洋)의 동서에 있어서 적색침략을 물리치는 그러한 세기적 투쟁에 있어서 자유세계의 새로운 힘을 가했다는 그러한 점에 있어서 이중으로 기뻐해서 마지않습니다.,1082
1240,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,강세형 의원,36,서독 주권회복에 대해서 물론 여러분과 같이 우리가 다 경하롭게 생각하는 바이올시다.,1083
1241,1191,3,본회의,제20회,제42차,1955,4. 국무위원 출석 요청에 관한 건,부의장 조경규,39,그러면 이 서독 주권회복 축하 멧세지를 발송하는 데 대해서 표결하겠읍니다.,1084
1242,1192,3,본회의,제20회,제43차,1955,개의,의사국장 서상준,2,"이유, 구두설명 단기 4288년 5월 13일 제안자 박흥규 나희집 이영희 이정희 박영출 신행용 조영규 양일동 정  준 민영남 김성호 함두영 김철안 함재훈  5월 12일자로 외무위원장 정기원 의원으로부터 서독 주권회복 멧세지 문안 보고가 있읍니다.",1085
1243,1192,3,본회의,제20회,제43차,1955,개의,의사국장 서상준,2,단기 4288년 5월 12일 외무위원장 정기원  민의원의장 이기붕 귀하 서독 주권회복에 대한 멧세지 문안작성 보고에 관한 건  단기 4288년 5월 12일 본회의에서 박영출 의원 외 13명으로 제출된 긴급동의안에 대하여 본회의에서 문안은 외무위원회에서 작성하기로 결의되였음으로 본 위원회에서는 별지와 여히 작성하였음으로 자이 보고하나이다.,1086
1244,1192,3,본회의,제20회,제43차,1955,개의,의사국장 서상준,2,"문안, 대한민국 국회는 서기 1955년 5월 5일자로 귀국이 주권을 회복한 데 대하여 충심으로 축하를 드리으며 아울러 귀국의 통일과 번영을 기원하나이다.",1087
1245,1192,3,본회의,제20회,제43차,1955,개의,의사국장 서상준,2,귀국의 주권회복은 자유와 세계평화 및 안전보장의 위대한 전진이오며 대한민국 국민은 귀 국민과 함께 적색침략을 배제하고 조국통일을 위하여 같이 쟁투하여 나가기를 기원하는 바이다.,1088
1246,1192,3,본회의,제20회,제43차,1955,1. 서독 주권회복에 대한 축하 멧세지 채택의 건,의장 이기붕,4,서독 주권회복에 대한 멧세지 초안 작성한 것을 외무위원장으로부터 제출이 되어 왔는데 아까 읽어 드린 것과 같습니다.,1089
1247,1194,3,본회의,제20회,제45차,1955,4. 외곡 도입계획에 대한 농림부 계획 청취상황 보고의 건,조병옥 의원,39,불란서도 양보 양보해 가지고 오늘날 서독일이 주권을 확보하고 북대서양동맹에 가맹하고 하는 이런 처지에 있는 것입니다.,1090
1248,1195,3,본회의,제20회,제46차,1955,개의,의사국장 서상준,2,독일이 귀국을 강제로 합병한 이래 소련의 제국주의적 야망으로 말미암아 종전 후에도 장구한 시일 외군의 점령하에서 벗어나지 못하였다가 독립을 못 한 지 17년 만에 주권을 회복한 귀국민에게 자유와 평화와 번영이 있기를 축하하으며 아울러 우리 국민은 차 기회에 아국과 귀국 간에 앞으로 더욱 친선 및 우호관계가 이루어지기를 원하는 바입니다.,1091
1249,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,외무위원장 정기원,57,독일이 귀국을 강제로 병합한 이래 소련의 제국주의적 야망으로 말미암아 종전 후에 장구한 시일 외군의 점령에서 벗어나지 못하였다가 독립을 못 한 지 17년 만에 주권을 회복한 귀국민에게 자유와 평화와 번영이 있기를 축원하오며 아울러 우리 국민은 차 기회에 아국과 귀국 간에 앞으로 더욱 친선 및 우호관계가 이루워지기를 원하는 바입니다.,1092
1250,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,강세형 의원,59,우리가 일전에 서독이 주권을 회복하였다고 해서 국회에서 멧세지를 보냈읍니다.,1093
1251,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,외무위원장 정기원,67,얼마 전에 여러분들이 저 서독에 대해서 ‘주권회복 결과에 대한민국 국회로서 멧세지를 보내라’ 이러한 명령을 받고 의장 명의로 전보를 쳤읍니다.,1094
1252,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,외무위원장 정기원,67,즉 한 독립국가로서 주권이 회복된 것은 사실입니다.,1095
1253,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,외무위원장 정기원,67,내가 확실히 믿는 바로는 오지리가 쏘련에 10여 년 동안 그렇게 고통을 당하고 아주 여러 가지 어려운 난경을 당하다가 주권 회복하는 날에 다시금 쏘련 편에 들어가리라고 제가 철저히 믿지 않습니다.,1096
1254,1195,3,본회의,제20회,제46차,1955,2. 오지리국 독립 축하 멧세지 발송의 건,도진희 의원,69,약소국가인 오지리가 강대국가 세력에 휩쓸려서 17년 동안을 신음하다가 천우인력으로 이번에 주권을 찾게 된 이 마당에 있어서 우리가 국제적 우의를 돈독히 하는 견지에서 멧세지를 보내자는 데에 강세형 박사는 이것을 반대했읍니다.,1097
1255,1195,3,본회의,제20회,제46차,1955,3. 한미회담 경과보고와 질문,정기원 의원,73,우리 국회의원으로서 외무부장관에게 우리 주권을 침해받는 데 관하여 강한 발언을 하는 데 있어서 언사가 잘됐느니 못됐느니 해서 책망하시는 것같이도 보였고 또 그이로 하여금 앞으로 일하는 데 낙망을 주는 것 같은 이런 생각도 제가 가저 보았읍니다.,1098
1256,1195,3,본회의,제20회,제46차,1955,3. 한미회담 경과보고와 질문,정기원 의원,73,이번의 월터 죠지의 성명서 가운데 본다고 하면 북한을 주고 만주까지…… 과거에 중공에게 막대한 희생을 주고도 다시금 일본에게 만주까지 허락하겠다고 하는 그 말을 들을 적에는 아마 전 미국 신문기자대회에서 이와 같이 발언한 이상에는 아마 미국 여론에 막대한 영향을 주고 앞으로 우리 정책 면에서 막대한 희생이 오리라고 하는 것을 생각하시고서 변 장관께서 말씀하시는데 여러분 잘 아시는 바와 같이 우리가 대한민국 주권하에 이북을 남북통일을 시킬려고 하는 이 마당에 있어서 그런 발언을 했다는 것은 도저히 대한민국 국민으로서는 우리가 용서할 수 없는 그런 점이 있읍니다.,1099
1257,1195,3,본회의,제20회,제46차,1955,3. 한미회담 경과보고와 질문,정기원 의원,73,그리고 만일 우리 국회의원이든지 혹은 대한민국 국민으로서 우리나라의 주권이 침범되는 때에 이런 발언을 했다고 해 가지고 이것을 공격하거나 혹은 여러 가지로 방해하는 운동이 있다고 하면 그것은 대한민국 국민이 아닐 것이며 우리의 본의가 아닐 것입니다.,1100
1258,1195,3,본회의,제20회,제46차,1955,3. 한미회담 경과보고와 질문,정기원 의원,73,그런고로 우리 국회의원들은 하여간 이런 주권이 침해되는 데 대해서는 대한민국정부로서는 더 철저한 강한 발언이 있도록 해 달라고 하는 이런 의미하에서 요전에 제가 물을려고 하던 문제는 다 물었기 때문에 몇 말씀 안 드리고 내려갑니다.,1101
1259,1197,3,본회의,제20회,제48차,1955,1. 의사 진행에 관한 건,박영종 의원,10,"그러나 우리가 의원 생활에 있어 가지고 우리의 의원 생활의 생명을 자른다고 하면 자연인의 생명을 잘러 버리면, 즉 우리의 의원 생활이 끊어지는 것입니다마는 정치인으로서 특히 국가의 주권 행사를 맡어 가지고 의원으로서 그 사람의 생명을 자르는 것만이 자르는 것이 아니요, 말 한마디로라도 그 사람에 대해서 중대한 손상이 있을 적에는 그에 대해서 답변할 만한 용의가 없어 가지고는 국책을 담당할 수가 없을 것입니다.",1102
1260,1197,3,본회의,제20회,제48차,1955,1. 의사 진행에 관한 건,박영종 의원,10,"거기에 의거해서 윤형남 의원이 올라와 가지고 ‘싸일런쓰 이즈 꼴드’, ‘침묵은 금이다’ 하는 그런 격언을, 아마 중학교 1학년 때 배웠던 것을 잊지 않으신 모양인데 과연 윤형남 의원의 말씀하신 바와 같이 ‘싸일런쓰 이즈 꼴드’ 국회에 나와 가지고 침묵이 금이라고 한다면 더욱 더욱 침묵을 지켜서 황금을 갖다가 백금으로 만들어 주시면 대한민국국회는 과연 완전한 침묵으로 행정부가 무슨 잘못을 하더라도 그대로 넘어갈 것이요, 외국에서 우리 주권을 침해해도 그대로 넘어갈 것이요, 과연 ‘싸일런쓰 이즈 꼴드’가 그때에 가서는 ‘싸일런쓰 이즈 꼴드’가 아니라 ‘싸일런쓰 이즈 떼뜨’, 침묵은 그때에 주검이야요.",1103
1261,1205,3,본회의,제20회,제56차,1955,1. 중요 귀속기업체의 수의계약 체결 및 태창산업회사에 대한 특별융자 진상조사 보고와 질문,이철승 의원,24,"그 정신과 마찬가지로 유추해서 혹은 확대해서…… 임대계약도 그런 것과 같이 조방이나 고려방직이다 삼척세멘트 같은 것도 일단 주권자인 국민 앞에 이 영세한 자본을 흡수하기 위하여 공고을 해 가지고 한다 그러한 정신을 가지지 않고 특권으로 그때그때에 정부의 조령모개한 그 기본에 의해서 모종의 정치적 자금에 의해서 계약을 한다는 것은 근본적으로 부당하니만큼 그 경위를 일일히 어느 기업체는 어떤 경위로 임대계약을 했다, 어느 기업체는 어떤 경위로서 임대계약을 할 수밖에 없다 이런 것을 일일히 여기에서 밝혀 주시기 바랍니다.",1104
1265,1212,3,본회의,제20회,제63차,1955,개의,의사국장 서상준,2,"주문, 7월 18일 서서 제네바에서 개최되려는 4대국 수뇌회의를 앞두고 현하의 저미한 국제동향에 감하여 국회는 국권을 수호하는 우리 국민의 확고한 결의를 명시하기 위하여 좌와 여히 결의함.",1105
1266,1212,3,본회의,제20회,제63차,1955,3. 서서 제네바에서 개최되는 4대국 수뇌회의에 관한 결의안,외무위원장 정기원,79,주문은 ‘7월 18일 서서 제네바에서 개최되려는 4대국 수뇌회담을 앞두고 현하의 저미한 국제동향에 감하여 국회는 국권을 수호하는 우리 국민의 확고한 결의를 명시하기 위하여 좌와 여히 결의함.,1106
1267,1212,3,본회의,제20회,제63차,1955,3. 서서 제네바에서 개최되는 4대국 수뇌회의에 관한 결의안,박영종 의원,89,우리가 우리 국권을 상실할 때에 그 뒤에 이준 열사가 해아의 평화회의에 참석했을 때 그때에 이등의 모략으로서 우리 이준 열사는 거기에서 자기의 소신대로 주장대로 혹은 황제의 명령대로 행동하시지 못하고 거기에서 자결하시지 않었던가.,1107
1268,1213,3,본회의,제20회,제64차,1955,5. 제4회 산업부흥국채 발행에 관한 동의안,이철승 의원,36,특히 국정감사라고 할 것 같으면 아시는 바와 같이 현대 국민주권 국가하에서 국민의 대표기관인 국회가 정부의 국정감사권을 가졌고 이를 중요시하는 것이 오늘날 민주주의 선진국가의 사조입니다.,1108
1269,1215,3,본회의,제20회,제66차,1955,5. 단기 4288년 총예산안에 대한 정부 시정방침 연설,외무부장관 변영태,58,"지금 소위 자유국가들은 공존주의라는 명의하에서 국제상 회합이 여기저기 있는 모양인데 정부와 민중의 결심은 우리 민국의 강토를 회복하고 국권을 공고하게 하기까지 반공정책에 조금도 퇴보가 없어야 될 것이고, 지금 공산 측에서 우리 국내를 혼란시키려고 사방에서 드러오려는 이때에 전적으로 막어서 직혀 나가야만 할 것이니 국회의원 여러분들이 다 이것에 명철한 각오가 있을 것이나 더욱 요동 없이 직혀 나가야 될 것입니다.",1109
1270,1219,3,본회의,제20회,제70차,1955,개의,의사국장 서상준,2,단기 4288년 6월 28일 외무위원회위원장 정기원  민의원의장 이기붕 귀하 오지리 주권회복 축하에 대한 동 정부 답전 보고의 건  오지리 주권회복에 대한 축하 전보를 발송하였던바 좌기와 여한 답전이 내도하였음으로 자이 보고하나이다.,1110
1274,1220,3,본회의,제20회,제71차,1955,2. 단기 4288년도 가예산안,안동준 의원,31,"물론 아까 예산결산위원장께서도 연합참모본부의 필요성이라든지 혹은 기타 필요성에 대해서는 다시 더 말할 나위도 없읍니다만 오늘까지 우리가 국방상에 있어서 가장 필요하다고 하는 것은 작전권이 물론 우리에게 쥐어지면 능히 육해공군을 충분히 적에 대해서 움직일 수 있는 병력을 가지고 있느냐 거기에도 물론 애로가 있는 까닭에 다시 말하자면 우리는 주로 미군의 유엔군의 군사정책하에 있어서 대한민국은 주로 육군에만 중점을 둔다고 하는 이 전제하에서 발달된 우리 군대이기 때문에 설사 전적으로 우리가 작전권을 이양 받는다 할지라도 충분한 국방의 임무를 달성할 것이냐 하는 데는 의문이 없지 않읍니다만 어쨌든 주권을 가지고 있는 국가의 군대로서 의당히 작전권을 우리가 쥐어야 할 것인데 아직 쥐어지지 못하고 있고, 그러면 그 작전권을 우리가 이양 받는 전제하에서 육해공군의 작전권을 수행한다고 하면 육해공군이 일층 강화되어야 할 것이고 육해공군이 연합작전을 수행할 것을 전제로서 연합참모본부를 두게 된 것이고 또한 이양이 된다며는 충분히 역량을 발휘할 것입니다.",1111
1275,1224,3,본회의,제20회,제75차,1955,6. 유류 출하 정지로 인한 피해대책에 관한 건,김동욱 의원,42,그런데 우리 국회로 말하면 전반 때 유류 중단에 의한 여러 가지의 소동 또는 피해가 있음에도 불구하고 정부당국과 여기에 대한 경위라든지 또는 앞으로의 전망이라든지 이와 같은 것을 한자리에 앉어서 이야기를 할 기회가 없었다는 것은 앞으로 유류 사용에 대한 자주권이 전연 없는 우리나라의 현실에 비추어 보아서 대단히 걱정스러운 일입니다.,1112
1276,1224,3,본회의,제20회,제75차,1955,6. 유류 출하 정지로 인한 피해대책에 관한 건,김동욱 의원,42,그러나 이 사람이 아는 바에 의하면 원유를 가지고 와 가지고 우리가 여기서 가공을 한다고 하면 지금 가지고 들어오는 구매가격의 반액도 먹지 않는다고 하니 우리는 장래의 우리 유류에 대한 자주권을 위해서라도 이와 같은 가공시설을 빨리 해서 자주적인 입장에서 유류를 확보할 수 있는 대책까지도 정부에 대한 여기에 대한 복안이라든지 또는 계획을 듣지 아니하면 아니 될 것입니다.,1113
1277,1226,3,본회의,제20회,제77차,1955,3. 유류출하 정지로 인한 피해 대책에 관한 질문,김동욱 의원,53,그러니만큼 유류의 자주권을 가지기 위해서 듣는 바에 의하면 울산에 있는 제유공장만도 연산 100만 드람을 정유할 수 있다고 하는데 이 원유를 가지고 와서 정유한다면 비용이 반밖에 들지 않는다고 합니다.,1114
1278,1226,3,본회의,제20회,제77차,1955,3. 유류출하 정지로 인한 피해 대책에 관한 질문,김동욱 의원,53,"정부에서 우리나라의 유류의 사정을 완화시키고 자주권을 가지기 위해서 이와 같은 석유회사의 기존 시설을 자주적으로 운영할 계획이 없는가, 있다면 계획과 앞으로의 전망을 말씀해 주시기 바라고 여러분께서도 많이 유류에 대한 앞으로의 전망과 피해 대책에 대해서 질의를 해 주시기 바랍니다.",1115
1279,1230,3,본회의,제20회,제81차,1955,2. 연합참모본부설치법안,국방위원장 류지원,65,이제 아까 말씀드린 바와 마찬가지로 우리나라의 국군조직법에 있는 단일 참모총장제도를 폐지하고 합의제인 연합참모본부를 설치하는 것은 현하 한국의 실정에서 절실히 필요성을 느끼는 것이고 주권국가인 한국이 장차 있을 수 있는 주권행사에 있어서 앞으로 이 참모본부는 필요불가결의 기관으로 생각하는 것입니다.,1116
